==4025== NVPROF is profiling process 4025, command: python3 -m sockeye.train --source /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train-preproc.vi --target /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train
==4025== Profiling application: python3 -m sockeye.train --source /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train-preproc.vi --target /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train
==4025== Profiling result:
==4025== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_10tcast_clipEJPiPfiEEEviDpT0_",2,"dram_write_transactions","Device Memory Write Transactions",8,16,12
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op7maximumELi1EEEJPfS7_fEEEviDpT0_",1,"dram_read_transactions","Device Memory Read Transactions",32,32,32
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op7maximumELi1EEEJPfS7_fEEEviDpT0_",1,"dram_write_transactions","Device Memory Write Transactions",8,8,8
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_3SumEJPfNS_9OpReqTypeES4_S4_S4_EEEviDpT0_",35,"dram_read_transactions","Device Memory Read Transactions",40,34887,10343
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_3SumEJPfNS_9OpReqTypeES4_S4_S4_EEEviDpT0_",35,"dram_write_transactions","Device Memory Write Transactions",8,8950,1145
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::plusto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::Broadcast1DExp<mshadow::Tensor<mshadow::gpu, int=1, float>, float, int=2, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)",134,"dram_read_transactions","Device Memory Read Transactions",172,20511,1794
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::plusto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::Broadcast1DExp<mshadow::Tensor<mshadow::gpu, int=1, float>, float, int=2, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)",134,"dram_write_transactions","Device Memory Write Transactions",0,16763,931
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqIN7mshadow2op4plusELi1EEEJPfS8_S8_EEEviDpT0_",117,"dram_read_transactions","Device Memory Read Transactions",0,41058,13288
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqIN7mshadow2op4plusELi1EEEJPfS8_S8_EEEviDpT0_",117,"dram_write_transactions","Device Memory Write Transactions",0,32378,4853
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::divto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>, mshadow::expr::Plan<mshadow::expr::ScalarExp<float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)",36,"dram_read_transactions","Device Memory Read Transactions",0,1032,175
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::divto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>, mshadow::expr::Plan<mshadow::expr::ScalarExp<float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)",36,"dram_write_transactions","Device Memory Write Transactions",0,32,2
"TITAN Xp (0)","void mshadow::cuda::SoftmaxGradKernel<int=8, float, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>>(mshadow::gpu, int=2, float, unsigned int, float)",1,"dram_read_transactions","Device Memory Read Transactions",2369342,2369342,2369342
"TITAN Xp (0)","void mshadow::cuda::SoftmaxGradKernel<int=8, float, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>>(mshadow::gpu, int=2, float, unsigned int, float)",1,"dram_write_transactions","Device Memory Write Transactions",3097514,3097514,3097514
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op22reciprocal_square_rootELi1EEEJPfS7_EEEviDpT0_",18,"dram_read_transactions","Device Memory Read Transactions",40,300,135
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op22reciprocal_square_rootELi1EEEJPfS7_EEEviDpT0_",18,"dram_write_transactions","Device Memory Write Transactions",0,4,1
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::TypecastExp<float, float, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::BinaryMapExp<mxnet::op::mshadow_op::threshold, mshadow::expr::MakeTensorExp<mshadow::expr::ReshapeExp<mshadow::Tensor<mshadow::gpu, int=1, float>, float, int=2, int=1>, mshadow::Tensor<mshadow::gpu, int=1, float>, int=2, float>, mshadow::expr::ScalarExp<float>, float, int=3>, mshadow::expr::ScalarExp<float>, float, int=3>, int=3>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)",20,"dram_read_transactions","Device Memory Read Transactions",40,99366,9151
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::TypecastExp<float, float, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::BinaryMapExp<mxnet::op::mshadow_op::threshold, mshadow::expr::MakeTensorExp<mshadow::expr::ReshapeExp<mshadow::Tensor<mshadow::gpu, int=1, float>, float, int=2, int=1>, mshadow::Tensor<mshadow::gpu, int=1, float>, int=2, float>, mshadow::expr::ScalarExp<float>, float, int=3>, mshadow::expr::ScalarExp<float>, float, int=3>, int=3>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)",20,"dram_write_transactions","Device Memory Write Transactions",9986,101189,20221
"TITAN Xp (0)","void mxnet::op::_cuda_fused_mlp_att_scoring_func_backward<float>(float const *, mxnet::op::_cuda_fused_mlp_att_scoring_func_backward<float>*, float const , float const *, float const , float const , float const , float const , bool)",18,"dram_read_transactions","Device Memory Read Transactions",411430,423931,415751
"TITAN Xp (0)","void mxnet::op::_cuda_fused_mlp_att_scoring_func_backward<float>(float const *, mxnet::op::_cuda_fused_mlp_att_scoring_func_backward<float>*, float const , float const *, float const , float const , float const , float const , bool)",18,"dram_write_transactions","Device Memory Write Transactions",120226,121650,120675
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_4TakeEJPfS4_S4_jjEEEviDpT0_",2,"dram_read_transactions","Device Memory Read Transactions",27803,34348,31075
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_4TakeEJPfS4_S4_jjEEEviDpT0_",2,"dram_write_transactions","Device Memory Write Transactions",77522,94890,86206
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_9unary_bwdINS0_10mshadow_op27reciprocal_square_root_gradEEELi1EEEJPfS9_S9_EEEviDpT0_",18,"dram_read_transactions","Device Memory Read Transactions",58,318,164
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_9unary_bwdINS0_10mshadow_op27reciprocal_square_root_gradEEELi1EEEJPfS9_S9_EEEviDpT0_",18,"dram_write_transactions","Device Memory Write Transactions",0,4,0
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, int>, int>, mshadow::expr::Plan<mshadow::expr::RangeExp<int>, int>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)",2,"dram_read_transactions","Device Memory Read Transactions",184,572,378
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, int>, int>, mshadow::expr::Plan<mshadow::expr::RangeExp<int>, int>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)",2,"dram_write_transactions","Device Memory Write Transactions",4,8,6
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op8identityELi1EEEJPfS7_EEEviDpT0_",19,"dram_read_transactions","Device Memory Read Transactions",72,752348,110843
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op8identityELi1EEEJPfS7_EEEviDpT0_",19,"dram_write_transactions","Device Memory Write Transactions",0,715777,100287
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_16ElemwiseBinaryOp15BackwardUseInOpINS0_10mshadow_op4leftELi1EEEJPfPKfSA_SA_EEEviDpT0_",171,"dram_read_transactions","Device Memory Read Transactions",5000,13396,6762
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_16ElemwiseBinaryOp15BackwardUseInOpINS0_10mshadow_op4leftELi1EEEJPfPKfSA_SA_EEEviDpT0_",171,"dram_write_transactions","Device Memory Write Transactions",0,8561,736
"TITAN Xp (0)","void mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::minus, int=2>(int, bool, float const *, float const , mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::minus, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape)",36,"dram_read_transactions","Device Memory Read Transactions",0,1200,242
"TITAN Xp (0)","void mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::minus, int=2>(int, bool, float const *, float const , mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::minus, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape)",36,"dram_write_transactions","Device Memory Write Transactions",12,200,77
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_9unary_bwdINS0_10mshadow_op11square_gradEEELi1EEEJPfS9_S9_EEEviDpT0_",18,"dram_read_transactions","Device Memory Read Transactions",10024,10640,10177
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_9unary_bwdINS0_10mshadow_op11square_gradEEELi1EEEJPfS9_S9_EEEviDpT0_",18,"dram_write_transactions","Device Memory Write Transactions",4,272,147
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::ScalarExp<float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)",2,"dram_read_transactions","Device Memory Read Transactions",39,1019,529
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::ScalarExp<float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)",2,"dram_write_transactions","Device Memory Write Transactions",480884,1073894,777389
"TITAN Xp (0)","void mshadow::cuda::MapRedKeepLowestKernel<mshadow::sv::plusto, mshadow::red::sum, int=5, float, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>>(mshadow::gpu, int=1, float, mshadow::Shape<int=2>)",127,"dram_read_transactions","Device Memory Read Transactions",7501,50327,23363
"TITAN Xp (0)","void mshadow::cuda::MapRedKeepLowestKernel<mshadow::sv::plusto, mshadow::red::sum, int=5, float, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>>(mshadow::gpu, int=1, float, mshadow::Shape<int=2>)",127,"dram_write_transactions","Device Memory Write Transactions",17632,49748,37979
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqIN7mshadow2op3mulELi1EEEJPfS8_S8_EEEviDpT0_",175,"dram_read_transactions","Device Memory Read Transactions",0,10400,2939
"TITAN Xp (0)","_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqIN7mshadow2op3mulELi1EEEJPfS8_S8_EEEviDpT0_",175,"dram_write_transactions","Device Memory Write Transactions",0,6924,2215
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BinaryMapExp<mshadow::op::minus, mshadow::Tensor<mshadow::gpu, int=2, float>, mshadow::expr::BinaryMapExp<mshadow::op::div, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, mshadow::expr::BinaryMapExp<mshadow::op::plus, mshadow::expr::UnaryMapExp<mxnet::op::mshadow_op::square_root, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, mshadow::expr::ScalarExp<float>, float, int=1>, float, int=1>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)",8,"dram_read_transactions","Device Memory Read Transactions",76,3233825,779828
"TITAN Xp (0)","void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BinaryMapExp<mshadow::op::minus, mshadow::Tensor<mshadow::gpu, int=2, float>, mshadow::expr::BinaryMapExp<mshadow::op::div, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, mshadow::expr::BinaryMapExp<mshadow::op::plus, mshadow::expr::UnaryMapExp<mxnet::op::mshadow_op::square_root, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, mshadow::expr::ScalarExp<float>, float, int=1>, float, int=1>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)",8,"dram_write_transactions","Device Memory Write Transactions",0,1074572,261097
"TITAN Xp (0)","void mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mxnet::op::mshadow_op::negation, int=2>(int, int, bool, float const *, mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mxnet::op::mshadow_op::negation, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape, mshadow::Shape, int, bool)",36,"dram_read_transactions","Device Memory Read Transactions",0,1120,429
"TITAN Xp (0)","void mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mxnet::op::mshadow_op::negation, int=2>(int, int, bool, float const *, mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mxnet::op::mshadow_op::negation, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape, mshadow::Shape, int, bool)",36,"dram_write_transactions","Device Memory Write Transactions",100,780,427
"TITAN Xp (0)","void mxnet::op::broadcast::reduce_kernel_M1<mshadow::red::sum, int=2, float, mshadow::op::mul, mxnet::op::mshadow_op::right>(int, bool, float const *, float const , float const , mxnet::op::broadcast::reduce_kernel_M1<mshadow::red::sum, int=2, float, mshadow::op::mul, mxnet::op::mshadow_op::right>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape, mshadow::Shape)",36,"dram_read_transactions","Device Memory Read Transactions",10,674,244
"TITAN Xp (0)","void mxnet::op::broadcast::reduce_kernel_M1<mshadow::red::sum, int=2, float, mshadow::op::mul, mxnet::op::mshadow_op::right>(int, bool, float const *, float const , float const , mxnet::op::broadcast::reduce_kernel_M1<mshadow::red::sum, int=2, float, mshadow::op::mul, mxnet::op::mshadow_op::right>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape, mshadow::Shape)",36,"dram_write_transactions","Device Memory Write Transactions",20,5152,1362
"TITAN Xp (0)","maxwell_sgemm_128x64_tn",135,"dram_read_transactions","Device Memory Read Transactions",10462,891967,303170
"TITAN Xp (0)","maxwell_sgemm_128x64_tn",135,"dram_write_transactions","Device Memory Write Transactions",20028,156742,58821
"TITAN Xp (0)","void mxnet::op::_cuda_fused_mlp_att_scoring_func_forward<float>(float const *, float const , mxnet::op::_cuda_fused_mlp_att_scoring_func_forward<float>*, float const *, float const *, bool)",36,"dram_read_transactions","Device Memory Read Transactions",104535,114975,108542
"TITAN Xp (0)","void mxnet::op::_cuda_fused_mlp_att_scoring_func_forward<float>(float const *, float const , mxnet::op::_cuda_fused_mlp_att_scoring_func_forward<float>*, float const *, float const *, bool)",36,"dram_write_transactions","Device Memory Write Transactions",67181,305189,184845
"TITAN Xp (0)","void gemv2N_kernel_val<float, float, float, int=128, int=8, int=4, int=4, int=1, cublasGemvParams<cublasGemvTensorStridedBatched<float const >, cublasGemvTensorStridedBatched<float>, float>>(float, float, float const )",18,"dram_read_transactions","Device Memory Read Transactions",200152,203876,201082
"TITAN Xp (0)","void gemv2N_kernel_val<float, float, float, int=128, int=8, int=4, int=4, int=1, cublasGemvParams<cublasGemvTensorStridedBatched<float const >, cublasGemvTensorStridedBatched<float>, float>>(float, float, float const )",18,"dram_write_transactions","Device Memory Write Transactions",7000,7704,7365
