==7597== NVPROF is profiling process 7597, command: python3 -m sockeye.train --source /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train-preproc.vi --target /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train
==7597== Profiling application: python3 -m sockeye.train --source /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train-preproc.vi --target /home/armageddonknight/Workspace/EcoRNN/EcoNMT/benchmarks/sockeye/workspace/data/iwslt15-vi_en/train
==7597== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
"GPU activities",0.751961,1.180997,2,0.590498,0.577234,0.603763,"void mshadow::cuda::MapPlanLargeKernel<mshadow::sv::saveto, int=8, int=1024, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BinaryMapExp<mshadow::op::plus, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::expr::UnaryMapExp<mxnet::op::mshadow_op::square, mshadow::expr::BinaryMapExp<mxnet::op::mshadow_op::clip, mshadow::Tensor<mshadow::gpu, int=2, float>, mshadow::expr::ScalarExp<float>, float, int=1>, float, int=1>, float, int=1>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2, int)"
"GPU activities",0.744055,1.168581,2,0.584290,0.583923,0.584658,"void mshadow::cuda::MapPlanLargeKernel<mshadow::sv::saveto, int=8, int=1024, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BinaryMapExp<mshadow::op::plus, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2, int)"
"GPU activities",0.742344,1.165893,457,0.002551,0.001792,0.020481,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=3, float>, float>, mshadow::expr::Plan<mshadow::expr::SliceExp<mshadow::Tensor<mshadow::gpu, int=3, float>, mshadow::gpu, float, int=3, int=2>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=3)"
"GPU activities",0.738798,1.160324,2,0.580162,0.576978,0.583346,"void mshadow::cuda::MapPlanLargeKernel<mshadow::sv::saveto, int=8, int=1024, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BinaryMapExp<mshadow::op::plus, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::expr::BinaryMapExp<mxnet::op::mshadow_op::clip, mshadow::Tensor<mshadow::gpu, int=2, float>, mshadow::expr::ScalarExp<float>, float, int=1>, float, int=1>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2, int)"
"GPU activities",0.723353,1.136067,458,0.002480,0.001792,0.017984,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::expr::SliceExp<mshadow::Tensor<mshadow::gpu, int=3, float>, mshadow::gpu, float, int=3, int=2>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=3, float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=3)"
"GPU activities",0.710965,1.116610,72,0.015508,0.007776,0.022817,"void mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mxnet::op::mshadow_op::negation, int=2>(int, int, bool, float const *, mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mxnet::op::mshadow_op::negation, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape, mshadow::Shape, int, bool)"
"GPU activities",0.694441,1.090658,72,0.015148,0.007808,0.022209,"void mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mshadow::op::identity, int=2>(int, int, bool, float const *, mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mshadow::op::identity, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape, mshadow::Shape, int, bool)"
"GPU activities",0.677998,1.064834,127,0.008384,0.004064,0.021824,"void mshadow::cuda::MapRedKeepLowestKernel<mshadow::sv::plusto, mshadow::red::sum, int=5, float, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>>(mshadow::gpu, int=1, float, mshadow::Shape<int=2>)"
"GPU activities",0.669037,1.050760,75,0.014010,0.003201,0.025536,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BroadcastWithMultiAxesExp<mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=2>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)"
"GPU activities",0.646089,1.014719,35,0.028991,0.001121,0.249480,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BinaryMapExp<mshadow::op::plus, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)"
"GPU activities",0.637572,1.001343,35,0.028609,0.001120,0.250855,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BinaryMapExp<mshadow::op::plus, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::expr::BinaryMapExp<mxnet::op::mshadow_op::clip, mshadow::Tensor<mshadow::gpu, int=2, float>, mshadow::expr::ScalarExp<float>, float, int=1>, float, int=1>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)"
"GPU activities",0.634739,0.996894,35,0.028482,0.001120,0.248040,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BinaryMapExp<mshadow::op::plus, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::ScalarExp<float>, mshadow::expr::UnaryMapExp<mxnet::op::mshadow_op::square, mshadow::expr::BinaryMapExp<mxnet::op::mshadow_op::clip, mshadow::Tensor<mshadow::gpu, int=2, float>, mshadow::expr::ScalarExp<float>, float, int=1>, float, int=1>, float, int=1>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)"
"GPU activities",0.633639,0.995165,152,0.006547,0.003008,0.020065,"void cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::tanh_func<float>>(cudnnTensorStruct, float const *, cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::tanh_func<float>>, cudnnTensorStruct*, float, cudnnTensorStruct*, int, cudnnTensorStruct*)"
"GPU activities",0.598082,0.939322,152,0.006179,0.002624,0.024353,"void cudnn::detail::activation_bw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::tanh_func<float>>(cudnnTensorStruct, float const *, float const , cudnn::detail::activation_bw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::tanh_func<float>>, float const , cudnnTensorStruct*, float, cudnnTensorStruct*, int, cudnnTensorStruct*)"
"GPU activities",0.561673,0.882139,72,0.012251,0.002624,0.021889,"void mxnet::op::broadcast::reduce_kernel_M1<mshadow::red::sum, int=2, float, mshadow::op::mul, mxnet::op::mshadow_op::right>(int, bool, float const *, float const , float const , mxnet::op::broadcast::reduce_kernel_M1<mshadow::red::sum, int=2, float, mshadow::op::mul, mxnet::op::mshadow_op::right>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape, mshadow::Shape)"
"GPU activities",0.548022,0.860699,36,0.023908,0.012896,0.034849,"void mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mxnet::op::mshadow_op::identity, int=2>(int, int, bool, float const *, mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=2, float, mxnet::op::mshadow_op::identity, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape, mshadow::Shape, int, bool)"
"GPU activities",0.527116,0.827865,19,0.043571,0.025985,0.204358,"maxwell_sgemm_128x64_nt"
"GPU activities",0.501359,0.787413,18,0.043745,0.042561,0.054530,"void gemv2T_kernel_val<float, float, float, int=128, int=16, int=2, int=4, bool=0, cublasGemvParams<cublasGemvTensorStridedBatched<float const >, cublasGemvTensorStridedBatched<float>, float>>(float, float, float const )"
"GPU activities",0.497206,0.780890,18,0.043382,0.042978,0.043906,"void gemv2N_kernel_val<float, float, float, int=128, int=8, int=4, int=4, int=1, cublasGemvParams<cublasGemvTensorStridedBatched<float const >, cublasGemvTensorStridedBatched<float>, float>>(float, float, float const )"
"GPU activities",0.456270,0.716597,72,0.009952,0.002720,0.017953,"void mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::mul, int=2>(int, bool, float const *, float const , mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::mul, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape)"
"GPU activities",0.451910,0.709750,18,0.039430,0.037057,0.040769,"void mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=4, float, mxnet::op::mshadow_op::identity, int=2>(int, int, bool, float const *, mxnet::op::broadcast::reduce_kernel<mshadow::red::sum, int=4, float, mxnet::op::mshadow_op::identity, int=2>*, mshadow::Shape<int=4>, mshadow::Shape, mshadow::Shape, mshadow::Shape, int, bool)"
"GPU activities",0.446611,0.701427,72,0.009742,0.002560,0.017473,"void mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::minus, int=2>(int, bool, float const *, float const , mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::minus, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape)"
"GPU activities",0.444759,0.698519,72,0.009701,0.002112,0.017633,"void mshadow::cuda::MapPlanKernel<mshadow::sv::divto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>, mshadow::expr::Plan<mshadow::expr::ScalarExp<float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=1)"
"GPU activities",0.434919,0.683064,53,0.012888,0.002304,0.032481,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_3SumEJPfNS_9OpReqTypeES4_S4_S4_EEEviDpT0_"
"GPU activities",0.396044,0.622010,174,0.003574,0.002528,0.011808,"void cudnn::detail::activation_bw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::sigmoid_func<float>>(cudnnTensorStruct, float const *, float const , cudnn::detail::activation_bw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::sigmoid_func<float>>, float const , cudnnTensorStruct*, float, cudnnTensorStruct*, int, cudnnTensorStruct*)"
"GPU activities",0.390173,0.612788,1,0.612788,0.612788,0.612788,"void mshadow::cuda::MapPlanLargeKernel<mshadow::sv::plusto, int=8, int=1024, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::Broadcast1DExp<mshadow::Tensor<mshadow::gpu, int=1, float>, float, int=2, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2, int)"
"GPU activities",0.381431,0.599059,1,0.599059,0.599059,0.599059,"void mshadow::cuda::MapPlanLargeKernel<mshadow::sv::multo, int=8, int=1024, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::ScalarExp<float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2, int)"
"GPU activities",0.354107,0.556145,174,0.003196,0.002240,0.005377,"void cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::sigmoid_func<float>>(cudnnTensorStruct, float const *, cudnn::detail::activation_fw_4d_kernel<float, float, int=128, int=1, int=4, cudnn::detail::sigmoid_func<float>>, cudnnTensorStruct*, float, cudnnTensorStruct*, int, cudnnTensorStruct*)"
"GPU activities",0.352294,0.553298,18,0.030738,0.028385,0.031681,"void mxnet::op::broadcast::reduce_kernel_M1<mshadow::red::sum, int=4, float, mxnet::op::mshadow_op::identity>(int, bool, float const *, mxnet::op::broadcast::reduce_kernel_M1<mshadow::red::sum, int=4, float, mxnet::op::mshadow_op::identity>*, mshadow::Shape<int=4>, mshadow::Shape)"
"GPU activities",0.329065,0.516815,134,0.003856,0.002496,0.008000,"void mshadow::cuda::MapPlanKernel<mshadow::sv::plusto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::Broadcast1DExp<mshadow::Tensor<mshadow::gpu, int=1, float>, float, int=2, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)"
"GPU activities",0.302822,0.475599,36,0.013211,0.002304,0.024545,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_9unary_bwdINS0_10mshadow_op11square_gradEEELi1EEEJPfS9_S9_EEEviDpT0_"
"GPU activities",0.290495,0.456238,1,0.456238,0.456238,0.456238,"void mshadow::cuda::SoftmaxGradKernel<int=8, float, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>>(mshadow::gpu, int=2, float, unsigned int, float)"
"GPU activities",0.271179,0.425902,18,0.023661,0.023169,0.024321,"void mxnet::op::broadcast::binary_broadcast_kernel<int=4, float, mshadow::op::plus, int=2>(int, bool, float const *, float const , mxnet::op::broadcast::binary_broadcast_kernel<int=4, float, mshadow::op::plus, int=2>*, mshadow::Shape<int=4>, mshadow::Shape, mshadow::Shape)"
"GPU activities",0.255797,0.401743,8,0.050217,0.003616,0.348331,"void mshadow::cuda::MapRedKeepLowestKernel<mshadow::sv::saveto, mshadow::red::sum, int=5, float, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=1, float>, float>, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>>(mshadow::gpu, int=1, float, mshadow::Shape<int=2>)"
"GPU activities",0.238660,0.374829,36,0.010411,0.003232,0.017888,"void mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::plus, int=2>(int, bool, float const *, float const , mxnet::op::broadcast::binary_broadcast_kernel<int=2, float, mshadow::op::plus, int=2>*, mshadow::Shape<int=2>, mshadow::Shape, mshadow::Shape)"
"GPU activities",0.232954,0.365867,2,0.182933,0.175717,0.190150,"void mxnet::op::AddTakeGradLargeBatchKernel<int=4, float, int>(float*, int const *, int const *, int const , int const , mxnet::op::AddTakeGradLargeBatchKernel<int=4, float, int> const *, int, int)"
"GPU activities",0.221135,0.347305,166,0.002092,0.001184,0.023616,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_3SumEJPfNS_9OpReqTypeES4_S4_EEEviDpT0_"
"GPU activities",0.220156,0.345768,174,0.001987,0.001408,0.007489,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_16ElemwiseBinaryOp15BackwardUseInOpINS0_10mshadow_op5rightELi1EEEJPfPKfSA_SA_EEEviDpT0_"
"GPU activities",0.216651,0.340262,117,0.002908,0.001185,0.006848,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqIN7mshadow2op4plusELi1EEEJPfS8_S8_EEEviDpT0_"
"GPU activities",0.216551,0.340106,21,0.016195,0.001120,0.109283,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op8identityELi1EEEJPfS7_EEEviDpT0_"
"GPU activities",0.212843,0.334282,171,0.001954,0.001408,0.003328,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_16ElemwiseBinaryOp15BackwardUseInOpINS0_10mshadow_op4leftELi1EEEJPfPKfSA_SA_EEEviDpT0_"
"GPU activities",0.205121,0.322154,36,0.008948,0.001824,0.016672,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_10mshadow_op6squareELi1EEEJPfS7_EEEviDpT0_"
"GPU activities",0.198804,0.312233,76,0.004108,0.001280,0.055970,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=5, float>, float>, mshadow::expr::Plan<mshadow::expr::SwapAxisExp<mshadow::Tensor<mshadow::gpu, int=5, float>, float, int=5, int=2, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=5)"
"GPU activities",0.187046,0.293767,175,0.001678,0.001248,0.002880,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqIN7mshadow2op3mulELi1EEEJPfS8_S8_EEEviDpT0_"
"GPU activities",0.164595,0.258505,18,0.014361,0.013441,0.015041,"void gemv2N_kernel_val<float, float, float, int=128, int=8, int=4, int=4, int=1, cublasGemvParams<cublasGemvTensor<float const >, cublasGemvTensor<float>, float>>(float, float, float const )"
"GPU activities",0.148355,0.233000,40,0.005825,0.003168,0.033089,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::Tensor<mshadow::gpu, int=2, float>, mshadow::Tensor<mshadow::gpu, int=2, float>, float, int=1>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)"
"GPU activities",0.098353,0.154469,18,0.008581,0.008096,0.010336,"void gemmk1_kernel<float, int=256, int=5, bool=0, bool=0, bool=0, bool=0>(cublasGemmk1Params<float>, float const *, float const *, float*)"
"GPU activities",0.091059,0.143013,2,0.071506,0.044930,0.098083,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::ScalarExp<float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)"
"GPU activities",0.075206,0.118116,36,0.003281,0.003136,0.003488,"void mxnet::op::mxnet_op::SequenceMaskKernel<int=8, float, float>(mshadow::Tensor<mxnet::op::mxnet_op::SequenceMaskKernel<int=8, float, float>::gpu, int=3, float>, mshadow<mshadow::Tensor, int=1, float>, mxnet::op::mxnet_op::SequenceMaskKernel<int=8, float, float>::gpu)"
"GPU activities",0.072271,0.113506,20,0.005675,0.004577,0.016992,"void gen_sequenced<curandStateXORWOW, float, int, __operator_&__(float curand_uniform_noargs<curandStateXORWOW>(curandStateXORWOW*, int))>(curandStateXORWOW*, float*, unsigned long, unsigned long, int)"
"GPU activities",0.069421,0.109030,20,0.005451,0.003072,0.036001,"void mshadow::cuda::MapPlanKernel<mshadow::sv::saveto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::TypecastExp<float, float, mshadow::expr::BinaryMapExp<mshadow::op::mul, mshadow::expr::BinaryMapExp<mxnet::op::mshadow_op::threshold, mshadow::expr::MakeTensorExp<mshadow::expr::ReshapeExp<mshadow::Tensor<mshadow::gpu, int=1, float>, float, int=2, int=1>, mshadow::Tensor<mshadow::gpu, int=1, float>, int=2, float>, mshadow::expr::ScalarExp<float>, float, int=3>, mshadow::expr::ScalarExp<float>, float, int=3>, int=3>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)"
"GPU activities",0.065101,0.102244,72,0.001420,0.001184,0.001568,"void mshadow::cuda::MapPlanKernel<mshadow::sv::divto, int=8, mshadow::expr::Plan<mshadow::Tensor<mshadow::gpu, int=2, float>, float>, mshadow::expr::Plan<mshadow::expr::ScalarExp<float>, float>>(mshadow::gpu, unsigned int, mshadow::Shape<int=2>, int=2)"
"GPU activities",0.064916,0.101955,18,0.005664,0.005536,0.005920,"void mxnet::op::mxnet_op::softmax_compute_kernel<int=7, mxnet::op::mxnet_op::softmax_fwd, float, int=2>(float*, float, unsigned int, int, mshadow::Shape<int=2>, mshadow::Shape)"
"GPU activities",0.057702,0.090624,56,0.001618,0.001120,0.003776,"[CUDA memset]"
"GPU activities",0.045234,0.071042,36,0.001973,0.001824,0.002080,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS1_11op_with_reqINS0_9unary_bwdINS0_10mshadow_op27reciprocal_square_root_gradEEELi1EEEJPfS9_S9_EEEviDpT0_"
"GPU activities",0.042402,0.066595,18,0.003699,0.003488,0.003904,"void mxnet::op::mxnet_op::softmax_gradient_kernel<int=7, mshadow::op::mul, mxnet::op::mxnet_op::softmax_bwd, float, int=2>(float*, float, float, unsigned int, int, mshadow::Shape<int=2>, mshadow::Shape)"
"GPU activities",0.040283,0.063267,2,0.031633,0.020737,0.042530,"_ZN5mxnet2op8mxnet_op20mxnet_generic_kernelINS0_4TakeEJPfS4_S4_jjEEEviDpT0_"
